,area_type,availability,size,total_sqft,bath,balcony,price,Electronic City,Hebbal,Kanakpura Road,Marathahalli,Raja Rajeshwari Nagar,Sarjapur  Road,Thanisandra,Uttarahalli,Whitefield,Yelahanka
11305,1,0,4,2774.0,4.0,3.0,208.0,0,0,0,0,0,0,0,0,0,0
11306,1,1,2,1460.0,2.0,2.0,38.5,0,0,0,0,0,0,1,0,0,0
11307,1,1,2,1075.0,2.0,1.0,53.7,0,0,0,0,0,0,0,0,0,0
11308,1,1,3,1080.0,2.0,1.0,60.0,0,0,0,0,0,0,0,0,0,0
11309,1,0,4,3626.0,5.0,3.0,788.0,0,0,0,0,0,0,0,0,0,0
11310,1,1,6,5100.0,7.0,2.0,225.0,0,0,0,0,0,0,0,0,0,0
11311,1,1,2,1139.7,2.0,1.0,45.0,0,0,0,0,0,0,0,0,0,0
11312,1,0,2,1074.0,2.0,1.0,42.8,0,0,0,0,0,0,0,0,1,0
11313,3,0,2,1200.0,2.0,1.0,46.13,0,0,0,0,0,0,0,0,1,0
11314,1,1,4,2425.0,5.0,1.0,175.0,0,0,0,0,0,1,0,0,0,0
11315,1,1,2,1323.0,2.0,2.0,74.0,0,0,0,0,0,1,0,0,0,0
11316,1,0,2,1232.0,2.0,1.0,69.61,0,0,0,0,0,0,0,0,0,0
11317,1,1,2,900.0,2.0,1.0,40.0,0,0,0,0,0,0,0,0,0,0
11318,1,1,1,740.0,1.0,1.0,23.65,0,0,0,0,0,0,0,0,0,0
11319,1,0,3,1920.0,3.0,2.0,134.0,0,1,0,0,0,0,0,0,0,0
11321,1,1,3,1550.0,3.0,2.0,96.0,0,0,0,0,0,0,0,0,0,0
11322,1,1,3,1588.0,2.0,3.0,90.0,0,0,0,0,0,0,0,0,0,0
11323,2,1,3,2300.0,4.0,1.0,240.0,0,0,0,0,0,0,0,0,0,0
11324,2,1,9,3600.0,8.0,2.0,165.0,0,0,0,0,0,0,0,0,0,0
11325,2,1,2,1308.0,2.0,1.0,86.0,0,0,0,0,0,0,0,0,0,0
11326,1,1,3,1340.0,2.0,2.0,54.27,0,0,0,0,0,0,0,0,0,0
11327,3,1,10,3280.0,9.0,3.0,450.0,0,0,0,0,0,0,0,0,0,0
11328,2,1,4,2170.0,3.0,2.0,265.0,0,0,0,0,0,0,0,0,0,0
11329,1,1,3,1719.0,3.0,2.0,135.0,0,0,0,0,0,0,1,0,0,0
11330,1,1,2,1107.83,2.0,1.0,41.51,0,0,0,0,0,0,0,0,0,0
11331,3,0,2,1200.0,2.0,1.0,45.84,0,0,0,0,0,0,0,0,1,0
11332,2,0,1,1090.0,2.0,1.0,31.48,1,0,0,0,0,0,0,0,0,0
11333,3,1,5,1500.0,5.0,2.0,210.0,0,0,0,0,0,0,0,0,0,0
11334,1,0,3,1660.0,3.0,2.0,104.0,0,0,0,0,0,0,0,0,0,0
11335,1,1,2,1247.0,2.0,1.0,58.56,0,0,0,0,0,0,0,0,0,0
11336,1,0,3,1595.0,3.0,2.0,96.0,0,0,0,0,0,0,1,0,0,0
11337,1,1,2,1175.0,2.0,2.0,50.0,0,0,0,0,0,0,0,0,0,0
11338,3,1,8,1200.0,8.0,2.0,135.0,0,0,0,0,0,0,0,0,0,0
11339,1,1,2,1184.0,2.0,1.0,78.0,0,0,0,0,0,0,0,0,0,0
11340,1,1,2,1100.0,2.0,2.0,55.0,0,0,0,0,0,0,0,0,0,0
11341,3,0,2,935.0,2.0,0.0,78.0,0,0,0,0,0,0,0,0,0,0
11342,2,1,2,1200.0,2.0,2.0,60.0,0,0,0,0,0,0,0,0,0,1
11343,3,1,5,2400.0,5.0,1.0,408.0,0,0,0,0,0,0,0,0,0,0
11344,1,1,2,1000.0,2.0,1.0,45.0,0,0,0,0,0,0,0,0,0,0
11345,2,1,2,1000.0,2.0,0.0,52.0,0,0,0,0,0,0,0,1,0,0
11346,1,1,3,1705.0,3.0,2.0,85.0,0,0,0,0,0,0,0,0,0,1
11347,2,1,3,1060.0,2.0,2.0,58.3,0,0,0,0,0,0,0,0,0,0
11348,3,1,4,2325.0,4.0,1.0,120.0,0,0,0,0,0,0,0,0,0,0
11349,1,0,3,1347.0,2.0,2.0,55.0,0,0,0,0,0,0,0,0,0,0
11350,3,1,8,1200.0,8.0,3.0,250.0,0,0,0,0,0,0,0,0,0,0
11351,1,0,2,1402.0,2.0,2.0,95.0,0,0,0,0,0,0,0,0,0,0
11352,1,0,3,2280.0,4.0,2.0,125.0,0,0,0,0,0,0,0,0,1,0
11353,1,1,2,1225.0,2.0,2.0,71.05,0,0,0,0,0,0,0,0,0,0
11354,1,1,2,1080.0,2.0,1.0,53.0,0,0,0,0,0,0,0,0,0,0
11355,2,0,7,4000.0,7.0,2.0,90.0,0,0,0,0,0,0,0,0,0,0
11356,1,1,3,1919.0,3.0,0.0,300.0,0,0,0,0,0,0,0,0,0,0
11357,2,1,2,1100.0,2.0,2.0,42.6,0,0,0,0,0,0,0,0,0,0
11358,1,1,4,2500.0,4.0,3.0,225.0,0,0,0,0,0,1,0,0,0,0
11359,1,0,2,1200.0,2.0,2.0,78.0,0,0,0,0,0,0,0,0,0,0
11360,1,1,3,1565.0,2.0,2.0,57.91,0,0,0,0,0,0,0,0,0,0
11361,3,0,2,1200.0,3.0,0.0,78.0,0,0,0,0,0,0,0,0,0,0
11362,1,1,3,1581.0,3.0,3.0,76.0,0,0,0,0,0,0,0,0,0,0
11363,1,0,4,2882.0,5.0,1.0,200.0,0,0,0,0,0,0,0,0,1,0
11364,3,1,5,1440.0,5.0,2.0,97.0,0,0,0,0,0,0,0,0,0,0
11365,1,1,3,2180.0,3.0,3.0,273.0,0,0,0,0,0,0,0,0,0,0
11367,1,1,2,985.0,2.0,1.0,38.92,0,0,0,0,0,0,0,0,0,0
11368,2,1,2,950.0,2.0,2.0,35.0,0,0,0,0,0,0,0,0,0,0
11369,1,1,2,1339.0,2.0,2.0,55.0,0,0,0,0,0,0,0,0,0,0
11370,1,1,3,1449.0,3.0,1.0,72.0,0,0,0,0,0,0,0,0,0,0
11371,3,1,4,1200.0,4.0,2.0,180.0,0,0,0,0,0,0,0,0,0,0
11372,1,0,2,1100.0,2.0,2.0,38.68,0,0,0,0,0,0,0,0,0,0
11373,1,1,2,1003.5,2.0,0.0,28.095,0,0,0,0,0,0,0,0,0,0
11374,2,1,3,2700.0,3.0,2.0,200.0,0,0,0,0,0,0,0,0,0,0
11375,1,1,2,1100.0,2.0,3.0,55.0,0,0,0,0,0,0,0,0,0,0
11376,2,0,2,1140.0,2.0,1.0,32.92,1,0,0,0,0,0,0,0,0,0
11377,3,1,3,3009.0,3.0,2.0,330.0,0,0,0,0,0,0,0,0,0,0
11378,1,1,8,3300.0,8.0,3.0,310.0,0,0,0,0,0,0,0,0,0,0
11379,2,1,2,800.0,1.0,2.0,30.0,0,0,0,0,0,0,0,0,0,0
11380,2,1,5,2000.0,4.0,0.0,65.0,0,0,0,0,0,0,0,0,0,0
11381,3,1,4,1200.0,4.0,1.0,190.0,0,0,0,0,0,0,0,0,0,0
11382,2,1,2,1300.0,2.0,3.0,95.0,0,0,0,0,0,0,0,0,0,0
11383,1,1,2,1220.0,2.0,2.0,60.0,0,0,1,0,0,0,0,0,0,0
11384,1,1,3,2289.0,3.0,2.0,178.0,0,0,0,0,0,1,0,0,0,0
11385,1,0,2,1170.0,2.0,1.0,56.0,0,0,0,0,0,0,0,0,1,0
11386,1,1,2,1350.0,2.0,2.0,89.5,0,0,0,0,0,0,0,0,0,0
11387,1,1,2,883.0,2.0,1.0,45.0,0,0,0,0,0,0,0,0,0,0
11388,2,1,3,1698.0,3.0,2.0,125.0,0,0,0,0,0,0,1,0,0,0
11389,1,0,4,2187.5,4.0,0.0,105.0,0,0,0,0,0,0,0,0,0,0
11390,1,1,2,1060.0,2.0,1.0,58.5,0,0,0,0,0,0,0,0,0,0
11391,1,1,2,1185.0,2.0,2.0,75.0,0,0,0,0,0,0,0,0,0,0
11392,1,0,3,2051.0,3.0,1.0,180.0,0,0,0,0,0,0,0,0,0,0
11393,1,1,2,1404.0,2.0,1.0,72.0,0,0,0,0,0,0,0,0,0,0
11394,1,1,2,1252.0,2.0,1.0,67.0,0,0,0,0,0,0,0,0,0,0
11395,1,0,3,1885.0,3.0,1.0,125.0,0,0,0,0,0,0,0,0,0,0
11396,2,1,6,3381.0,6.0,3.0,225.0,0,0,0,0,0,0,0,0,0,0
11397,1,1,2,980.0,2.0,2.0,42.0,0,0,0,0,0,0,0,0,0,0
11398,1,1,3,2500.0,3.0,3.0,340.0,0,0,0,0,0,0,0,0,0,0
11399,1,0,3,1420.0,3.0,1.0,66.0,0,0,0,0,0,0,0,0,0,0
11400,3,1,6,1166.0,6.0,2.0,135.0,0,0,0,0,0,0,0,0,0,0
11401,2,1,3,2312.0,3.0,2.0,156.0,0,0,0,0,0,0,0,0,0,0
11402,1,1,4,3000.0,4.0,2.0,130.0,0,0,0,0,0,0,0,0,0,0
11403,2,1,2,1175.0,2.0,1.0,70.0,0,0,0,0,0,0,0,0,0,0
11404,1,1,2,1145.0,2.0,2.0,51.0,0,0,0,0,0,0,0,0,0,0
11405,2,1,2,970.0,2.0,1.0,52.5,0,0,0,0,0,0,0,0,0,0
11406,2,0,2,1125.0,2.0,1.0,32.49,1,0,0,0,0,0,0,0,0,0
11407,1,0,3,1639.5,3.0,0.0,92.63,0,0,0,0,0,0,0,0,1,0
11408,2,1,4,5000.0,4.0,2.0,300.0,0,0,0,0,0,0,0,0,0,0
11409,2,1,3,2150.0,3.0,3.0,240.0,0,0,0,0,0,0,0,0,0,0
11410,1,0,3,1635.0,3.0,1.0,57.0,0,0,0,0,0,0,0,0,0,0
11411,2,1,3,3425.0,3.0,1.0,320.0,0,0,0,0,0,0,0,0,0,0
11412,2,0,4,2950.0,4.0,3.0,253.0,0,0,0,0,0,0,0,0,0,0
11413,1,0,1,1200.0,2.0,1.0,66.0,0,0,0,0,0,0,0,0,0,0
11414,1,1,3,1335.0,2.0,2.0,73.43,0,0,0,0,0,0,0,0,0,0
11416,1,1,2,1166.0,2.0,1.0,64.08,0,0,0,0,0,0,0,0,0,0
11417,1,1,3,2390.0,3.0,1.0,372.0,0,0,0,0,0,0,0,0,0,0
11418,1,1,3,1460.0,2.0,1.0,90.0,0,0,0,0,0,0,0,0,0,0
11419,1,1,3,1690.0,3.0,3.0,50.0,0,0,0,0,0,0,0,0,0,0
11420,3,1,4,1386.0,3.0,2.0,93.0,0,0,0,0,0,0,0,0,0,0
11421,1,1,2,1090.0,2.0,2.0,32.0,0,0,0,0,0,0,0,0,0,0
11422,1,0,3,1732.0,3.0,1.0,85.73,0,0,0,0,0,0,1,0,0,0
11423,1,1,2,1390.0,2.0,1.0,72.0,0,0,0,0,0,0,0,0,1,0
11424,2,1,2,1095.0,2.0,1.0,85.41,0,0,0,0,0,0,0,0,0,0
11425,1,0,1,416.0,1.0,1.0,17.19,0,0,0,0,0,0,0,0,0,0
11426,1,1,3,2400.0,2.0,3.0,50.0,0,0,0,0,0,0,0,0,0,0
11427,2,1,3,1350.0,2.0,3.0,85.0,0,0,0,0,0,0,0,0,0,1
11428,2,1,3,1453.0,2.0,2.0,73.0,0,0,0,0,0,0,0,0,0,0
11429,1,1,2,1226.0,2.0,1.0,65.0,0,0,0,0,0,0,1,0,0,0
11430,3,1,4,784.0,2.0,2.0,165.0,0,0,0,0,0,0,0,0,0,0
11431,1,1,3,1168.0,2.0,1.0,68.0,0,0,0,0,0,0,0,0,0,0
11432,1,0,3,1776.0,3.0,2.0,124.0,0,0,0,0,0,0,0,0,0,0
11433,2,1,3,1634.0,3.0,2.0,68.0,0,0,0,0,0,0,0,0,1,0
11434,3,1,2,860.0,2.0,0.0,56.0,0,0,0,0,0,0,0,0,0,0
11435,3,1,3,2800.0,3.0,1.0,400.0,0,0,0,0,0,0,0,0,0,0
11436,1,1,3,1650.0,3.0,2.0,95.0,0,0,0,0,0,0,0,0,0,0
11437,1,1,2,1190.0,2.0,1.0,70.0,0,0,0,0,0,0,0,0,1,0
11438,1,0,2,1133.0,2.0,1.0,33.99,0,0,0,0,0,0,0,0,0,0
11439,1,1,3,1559.0,3.0,2.0,62.0,0,0,0,0,0,0,0,0,0,0
11440,3,1,3,1448.0,4.0,0.0,118.0,0,0,0,0,0,0,0,0,0,0
11442,1,1,2,976.0,2.0,1.0,50.0,0,0,0,0,0,0,0,0,0,0
11443,3,1,4,1350.0,4.0,3.0,240.0,0,0,0,0,0,0,0,0,0,0
11444,1,1,3,1590.0,2.0,2.0,54.0,0,0,0,0,0,0,0,0,0,1
11446,2,1,3,1633.0,3.0,2.0,110.0,0,0,0,0,0,0,0,0,0,1
11447,1,0,2,1151.0,2.0,2.0,46.0,0,0,0,0,0,0,0,0,0,0
11448,1,1,3,1400.0,2.0,2.0,42.0,0,0,0,0,0,0,0,0,0,0
11449,1,0,2,1037.0,2.0,1.0,36.0,0,0,0,0,0,0,0,1,0,0
11450,1,1,2,1188.0,2.0,1.0,36.0,0,0,0,0,0,0,1,0,0,0
11451,1,1,2,1060.0,2.0,1.0,52.0,0,0,0,0,0,0,0,0,0,0
11452,1,1,3,2215.0,4.0,2.0,162.0,0,0,0,0,0,0,0,0,0,0
11453,1,1,2,1255.0,2.0,2.0,54.5,0,0,0,0,0,0,0,0,0,0
11454,3,1,3,2500.0,2.0,1.0,300.0,0,0,0,0,0,0,0,0,0,0
11455,1,1,2,1075.0,2.0,1.0,53.7,0,0,0,0,0,0,0,0,0,0
11456,1,0,4,2569.0,5.0,3.0,180.0,0,0,0,0,0,0,0,0,0,0
11457,1,0,2,900.0,2.0,1.0,27.0,0,0,0,0,0,0,0,0,0,0
11458,1,0,2,1183.0,2.0,1.0,79.54,0,0,0,0,0,0,0,0,0,0
11459,1,1,2,1100.0,2.0,2.0,44.0,0,0,0,0,0,0,0,0,0,0
11460,1,1,3,1643.0,2.0,2.0,70.0,0,0,0,0,0,0,0,0,0,0
11461,1,1,3,1500.0,2.0,2.0,120.0,0,0,0,0,0,0,0,0,0,0
11462,1,1,2,1291.0,2.0,1.0,75.0,0,0,0,0,0,0,0,0,0,0
11463,3,0,3,1150.0,3.0,2.0,80.0,0,0,0,0,0,0,0,0,0,0
11464,1,1,2,1060.0,2.0,1.0,55.0,1,0,0,0,0,0,0,0,0,0
11465,1,1,3,1575.0,2.0,2.0,110.0,0,0,0,0,0,0,0,0,0,0
11466,3,1,5,1200.0,4.0,1.0,160.0,0,0,0,0,0,0,0,0,0,0
11467,2,1,4,1700.0,3.0,2.0,55.0,0,0,0,0,0,0,0,0,0,0
11468,1,1,2,1236.0,2.0,1.0,58.0,0,0,0,0,0,0,0,0,0,0
11469,2,1,3,1350.0,2.0,2.0,39.0,0,0,0,0,0,0,0,0,0,0
11470,1,1,3,2475.0,4.0,3.0,326.0,0,0,0,0,0,0,0,0,0,0
11471,2,1,6,3800.0,6.0,2.0,175.0,0,0,0,0,0,0,0,0,0,0
11472,2,1,4,4694.0,5.0,2.0,375.0,0,0,0,0,0,0,0,0,0,0
11473,2,0,2,1200.0,2.0,1.0,34.66,1,0,0,0,0,0,0,0,0,0
11474,3,1,4,1200.0,4.0,1.0,75.0,0,0,0,0,0,0,0,0,0,0
11475,2,1,2,1225.0,2.0,2.0,56.0,0,0,0,0,0,0,0,0,0,0
11476,1,0,2,1056.0,2.0,1.0,75.0,0,0,0,0,0,0,1,0,0,0
11477,1,0,3,1240.0,2.0,2.0,42.85,0,0,0,0,0,0,0,0,0,0
11478,1,0,3,1200.0,3.0,2.0,74.52,0,0,0,0,0,0,0,0,0,0
11479,1,0,3,1850.0,3.0,2.0,110.0,0,0,0,0,0,0,0,0,0,0
11480,1,1,4,3150.0,4.0,3.0,180.0,0,0,0,0,0,0,0,0,0,0
11481,2,1,1,1200.0,1.0,0.0,39.82,0,0,0,0,0,0,0,0,0,0
11482,3,1,4,1018.0,4.0,1.0,150.0,0,0,0,0,0,0,0,0,0,0
11483,2,1,5,3520.0,6.0,1.0,460.0,0,0,0,0,0,0,0,0,0,0
11484,1,0,3,1185.0,2.0,2.0,30.22,0,0,0,0,0,0,0,0,0,0
11485,1,1,2,918.0,2.0,2.0,56.0,0,0,0,0,0,0,0,0,0,0
11486,1,1,3,1330.0,2.0,2.0,68.0,0,0,0,0,0,0,0,0,0,0
11487,2,1,3,1540.0,2.0,3.0,70.0,0,0,0,0,0,0,0,0,0,0
11488,1,1,2,1200.0,2.0,2.0,80.0,0,0,0,0,0,0,0,0,0,0
11489,1,0,2,927.0,2.0,2.0,37.0,0,0,0,0,0,0,0,0,0,0
11490,2,0,4,2585.5,4.0,0.0,115.0,0,0,0,0,0,0,0,0,0,0
11491,1,1,3,1400.0,2.0,2.0,78.0,0,0,0,0,0,0,0,0,0,0
11492,1,1,2,1345.0,2.0,2.0,106.0,0,0,0,0,0,0,0,0,0,0
11493,2,1,4,1900.0,3.0,1.0,400.0,0,0,0,0,0,0,0,0,0,0
11494,1,1,2,1510.0,2.0,3.0,80.0,0,0,0,0,0,0,0,0,0,0
11495,1,1,2,302.0,2.0,1.0,25.0,0,0,0,0,0,0,0,0,0,0
11496,1,0,1,525.0,2.0,2.0,27.0,0,0,1,0,0,0,0,0,0,0
11497,3,0,3,1500.0,3.0,1.0,61.52,0,0,0,0,0,0,0,0,0,0
11498,1,0,1,827.5,1.0,0.0,42.535,0,0,0,0,0,0,0,0,0,1
11499,1,1,3,1100.0,2.0,2.0,72.0,0,0,0,0,0,0,0,0,0,0
11500,2,1,3,1200.0,3.0,1.0,68.0,0,0,0,0,0,0,0,0,0,0
11501,1,0,3,1100.0,3.0,2.0,53.0,0,0,1,0,0,0,0,0,0,0
11502,4,0,4,2282.0,4.0,0.0,115.0,0,0,0,0,0,0,0,0,0,0
11503,2,1,2,760.0,2.0,1.0,37.49,0,0,0,0,0,0,0,0,0,0
11504,3,1,3,2172.0,3.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0
11505,1,1,6,3800.0,6.0,2.0,390.0,0,0,0,0,0,0,0,0,0,0
11506,3,1,4,600.0,2.0,1.0,72.0,0,0,0,0,0,0,0,0,0,0
11507,1,1,3,3300.0,3.0,2.0,165.0,0,0,0,0,0,0,0,0,0,0
11508,1,0,3,1242.0,3.0,1.0,51.0,0,0,0,0,0,0,0,0,0,0
11509,3,1,1,410.0,1.0,1.0,48.0,0,0,0,0,0,0,0,0,0,0
11510,1,1,3,1245.0,2.0,2.0,43.58,0,0,0,0,0,0,0,1,0,0
11511,2,1,2,1088.0,2.0,2.0,44.0,0,0,0,0,0,0,0,0,0,0
11512,2,1,2,1200.0,2.0,0.0,46.0,0,0,0,0,0,0,0,0,0,0
11513,3,1,3,1995.0,3.0,1.0,100.0,0,0,0,0,0,0,0,0,0,0
11514,1,1,2,1309.0,2.0,1.0,82.0,0,0,0,0,0,0,0,0,0,0
11515,1,1,3,1717.0,3.0,2.0,200.0,0,0,0,0,0,0,0,0,0,0
11516,1,1,3,2100.0,3.0,2.0,200.0,0,0,0,0,0,0,0,0,0,0
11517,3,1,2,880.0,1.0,0.0,90.0,0,0,0,0,0,0,0,0,0,0
11518,3,1,6,1200.0,6.0,1.0,95.0,0,0,0,0,0,0,0,0,0,0
11519,1,0,3,1250.0,3.0,2.0,42.0,0,0,0,0,0,0,0,0,0,0
11521,1,1,2,1041.0,2.0,2.0,54.0,0,0,0,0,0,0,0,0,0,0
11522,1,1,3,1505.0,2.0,2.0,60.0,0,0,0,0,0,1,0,0,0,0
11523,1,0,3,1776.0,3.0,2.0,150.0,0,0,0,0,0,0,0,0,0,0
11524,1,1,3,1767.0,3.0,2.0,89.0,0,0,0,0,0,0,0,0,0,0
11525,1,1,2,1293.0,2.0,2.0,80.0,0,0,0,0,0,0,0,0,0,0
11526,1,1,2,1320.0,2.0,1.0,50.0,0,0,0,0,0,0,0,0,0,0
11527,2,1,2,1280.0,2.0,2.0,68.48,0,0,0,0,0,0,0,0,0,0
11528,1,0,2,1245.0,2.0,1.0,83.05,0,0,0,0,0,0,1,0,0,0
11529,1,1,2,1027.0,1.0,2.0,44.0,0,0,0,0,0,0,0,0,0,0
11530,2,1,2,1200.0,2.0,2.0,46.17,0,0,0,0,0,0,0,0,0,0
11531,1,0,3,1100.0,3.0,2.0,58.0,0,0,1,0,0,0,0,0,0,0
11532,3,1,3,1065.0,3.0,1.0,72.0,0,0,0,0,0,0,0,0,0,0
11533,1,0,3,1814.0,3.0,1.0,129.0,0,0,0,0,0,0,0,0,0,0
11534,1,1,3,1610.0,2.0,1.0,112.0,0,0,0,0,0,0,0,0,0,0
11535,2,1,1,850.0,1.0,1.0,78.0,0,0,0,0,0,0,0,0,0,0
11536,1,0,3,1600.0,3.0,3.0,79.0,0,0,0,0,0,0,0,0,0,0
11537,1,1,3,3200.0,4.0,2.0,140.0,0,0,0,0,0,0,0,0,0,0
11538,2,1,3,1250.0,2.0,1.0,77.13,0,0,0,0,0,0,0,0,0,0
11539,1,1,2,1243.0,2.0,2.0,46.0,0,0,0,0,0,0,0,0,0,0
11540,1,1,3,1452.0,3.0,3.0,60.98,0,0,1,0,0,0,0,0,0,0
11541,1,1,3,1475.0,3.0,3.0,75.0,0,0,0,0,0,0,0,0,0,0
11542,1,1,2,1353.0,2.0,3.0,75.0,1,0,0,0,0,0,0,0,0,0
11543,4,1,4,2100.0,3.0,0.0,210.0,0,0,0,0,0,0,0,0,0,0
11544,1,0,3,1750.0,3.0,2.0,58.0,0,0,0,0,0,0,0,0,0,0
11545,3,1,4,4800.0,4.0,3.0,550.0,0,0,0,0,0,0,0,0,1,0
11546,2,1,2,1270.0,2.0,1.0,96.0,0,0,0,0,0,0,0,0,0,0
11547,2,1,4,2700.0,3.0,0.0,75.0,0,0,0,0,0,0,0,0,0,0
11548,3,1,4,1200.0,4.0,2.0,270.0,0,0,0,0,0,0,0,0,0,0
11549,2,0,4,2695.0,4.0,3.0,188.0,0,0,0,0,0,0,1,0,0,0
11550,1,1,3,1330.0,3.0,2.0,65.0,0,0,0,0,0,0,0,0,0,0
11551,2,1,2,660.0,1.0,0.0,18.0,1,0,0,0,0,0,0,0,0,0
11552,1,1,2,1400.0,2.0,3.0,90.0,0,0,0,0,0,0,0,0,0,0
11553,2,1,4,4000.0,5.0,1.0,195.0,0,0,0,0,0,0,0,0,0,0
11554,1,1,3,1700.0,3.0,2.0,75.0,0,0,1,0,0,0,0,0,0,0
11555,2,1,2,1585.0,2.0,2.0,90.0,0,0,0,0,0,0,0,0,0,0
11556,1,1,3,1385.0,3.0,3.0,67.0,0,0,0,0,0,0,0,0,0,0
11557,1,0,2,1128.0,2.0,1.0,67.0,1,0,0,0,0,0,0,0,0,0
11558,3,0,4,60.0,4.0,2.0,218.0,0,0,0,0,0,0,0,0,1,0
11559,3,0,18,1200.0,18.0,2.0,200.0,0,0,0,0,0,0,0,0,0,0
11560,1,1,2,1203.0,2.0,2.0,60.0,0,0,0,0,0,0,0,0,0,0
11561,1,1,2,905.0,2.0,1.0,35.0,0,0,0,0,0,0,0,0,0,0
11562,1,0,3,1450.0,3.0,2.0,79.0,0,0,0,0,0,0,0,0,0,0
11563,1,1,2,1105.0,2.0,3.0,38.0,0,0,0,0,0,0,0,0,0,0
11564,3,0,2,1200.0,2.0,1.0,46.13,0,0,0,0,0,0,0,0,0,0
11565,1,1,3,1530.0,2.0,3.0,89.0,0,0,0,0,0,0,0,0,0,0
11566,1,1,2,1105.0,2.0,1.0,35.4,0,0,0,0,0,0,0,0,1,0
11567,1,0,2,1333.0,2.0,1.0,78.56,0,0,0,0,0,0,0,0,0,0
11568,2,0,2,1065.0,2.0,2.0,45.0,0,0,0,0,0,0,0,0,0,0
11570,1,1,2,1243.0,2.0,2.0,46.0,0,0,0,0,0,0,0,0,0,0
11571,1,0,3,1530.0,3.0,2.0,76.34,0,0,0,0,0,0,0,0,0,0
11572,3,1,2,1200.0,2.0,1.0,65.0,0,0,0,0,0,0,0,0,0,0
11573,1,1,2,1270.0,2.0,1.0,94.0,0,0,0,0,0,0,0,0,1,0
11574,1,1,3,1830.0,3.0,3.0,89.0,0,0,0,0,0,0,0,0,0,0
11575,1,1,2,900.0,2.0,3.0,35.0,0,0,0,0,0,0,0,0,0,0
11576,3,1,4,2400.0,2.0,2.0,250.0,0,0,0,0,0,0,0,0,0,0
11577,3,1,6,7000.0,6.0,2.0,560.0,0,0,0,0,0,0,0,0,0,0
11578,1,1,3,1450.0,2.0,2.0,78.0,0,0,0,0,0,0,0,0,0,0
11579,1,1,3,1525.0,3.0,3.0,65.0,0,0,0,0,0,0,0,0,0,0
11580,2,1,2,1080.0,2.0,1.0,67.0,0,0,0,0,0,0,0,0,0,0
11581,2,1,2,1220.0,2.0,2.0,72.0,0,0,0,0,0,0,0,0,0,0
11582,1,1,2,1200.0,2.0,2.0,44.4,0,0,0,0,0,0,0,0,0,0
11583,1,1,2,1355.0,2.0,0.0,73.17,0,0,0,0,0,0,0,0,0,0
11584,3,1,3,2400.0,3.0,0.0,348.0,0,0,0,0,0,0,0,0,0,0
11585,1,1,2,1500.0,2.0,2.0,60.0,0,0,0,0,0,0,0,0,0,0
11586,2,1,2,1355.0,2.0,2.0,95.0,0,0,0,0,0,0,0,0,0,0
11587,2,0,2,1070.0,2.0,1.0,57.0,1,0,0,0,0,0,0,0,0,0
11588,1,1,3,1980.0,4.0,1.0,180.0,0,0,0,0,0,0,0,0,0,0
11589,1,1,2,842.0,2.0,2.0,30.0,0,0,0,0,0,0,0,0,0,0
11590,1,1,1,700.0,1.0,1.0,31.2,0,0,0,0,0,0,0,0,0,0
11591,2,1,3,2500.0,4.0,2.0,65.0,0,0,0,0,0,0,0,0,0,0
11592,2,1,3,1884.0,3.0,2.0,95.0,0,0,0,0,0,0,0,0,0,0
11593,2,1,2,1100.0,2.0,2.0,75.0,0,0,0,0,0,0,0,0,0,0
11594,1,1,2,1196.0,2.0,2.0,40.54,0,0,0,0,1,0,0,0,0,0
11595,1,1,3,1820.0,3.0,2.0,85.0,0,0,0,0,0,0,0,0,0,0
11596,3,1,8,1200.0,8.0,2.0,145.0,0,0,0,0,0,0,0,0,0,0
11597,1,1,2,1185.0,2.0,2.0,43.5,0,0,0,0,0,0,1,0,0,0
11598,1,1,3,2145.0,3.0,2.0,170.0,0,0,0,0,0,0,0,0,0,0
11599,1,1,2,1220.0,2.0,1.0,89.0,0,0,0,0,0,0,0,0,1,0
11600,1,1,2,1116.0,2.0,3.0,51.91,0,0,0,0,0,0,0,0,1,0
11601,1,1,2,1192.0,2.0,3.0,75.0,0,0,0,0,0,0,0,0,0,0
11602,1,1,3,1449.0,3.0,2.0,110.0,0,0,0,1,0,0,0,0,0,0
11603,3,1,3,2500.0,3.0,1.0,250.0,0,0,0,0,0,0,0,0,0,0
11604,2,1,3,1700.0,3.0,2.0,90.0,1,0,0,0,0,0,0,0,0,0
11605,1,0,3,1920.0,3.0,2.0,150.0,0,1,0,0,0,0,0,0,0,0
11606,3,1,2,1350.0,2.0,0.0,90.0,0,0,0,0,0,0,0,0,0,0
11607,3,1,4,4800.0,5.0,2.0,350.0,0,0,0,0,0,0,0,0,0,0
11608,2,1,3,1700.0,3.0,2.0,74.0,0,0,0,0,0,0,0,0,0,0
11609,1,0,2,1447.0,3.0,2.0,76.0,0,0,0,0,0,0,0,0,0,0
11610,1,0,2,1329.0,2.0,1.0,107.0,0,0,1,0,0,0,0,0,0,0
11611,2,1,3,1314.0,2.0,2.0,70.44,0,0,0,0,0,1,0,0,0,0
11612,3,1,3,1200.0,3.0,2.0,110.0,0,0,0,0,0,0,0,0,0,0
11613,3,1,6,1214.0,3.0,0.0,220.0,0,0,0,0,0,0,0,0,0,0
